City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,tadine,-21.55,167.8833,27.41,73,25,1.36,NC,1681355228
84,douglas,41.3,-96.167,23.24,37,0,7.72,US,1681355760
85,komsomolskiy,40.4272,71.7189,14.4,77,30,1.03,UZ,1681355313
86,hilo,19.7297,-155.09,24.04,81,75,3.6,US,1681355551
87,karpinsk,59.7654,60.0085,-7.97,86,100,5.47,RU,1681355761
88,raudeberg,61.9875,5.1352,8.37,58,100,4.61,NO,1681355761
89,sioux lookout,50.1001,-91.917,6.96,89,100,2.35,CA,1681355761
90,vila velha,-20.3297,-40.2925,23.3,92,75,1.54,BR,1681355761
91,jijiga,9.35,42.8,17.57,62,100,2.93,ET,1681355761
92,novodolinskiy,49.705,72.7047,8.32,46,64,3.34,KZ,1681355762
93,san cristobal,7.7669,-72.225,23.1,97,100,0.88,VE,1681355476
94,tuktoyaktuk,69.4541,-133.0374,-21.42,91,62,3.77,CA,1681355762
95,rogovatoye,51.23,38.3818,7.43,81,100,5.68,RU,1681355762
96,saint-joseph,-21.3667,55.6167,24.21,81,22,0.96,RE,1681355232
97,provideniya,64.3833,-173.3,-11.94,52,0,1.79,RU,1681355096
98,tasiilaq,65.6145,-37.6368,1.09,91,100,1.83,GL,1681354981
99,chuy,-33.6971,-53.4616,14.26,87,99,6.23,UY,1681354913
100,kayes,14.0,-11.0,31.0,32,100,3.92,ML,1681355763
101,emerald,-23.5333,148.1667,34.08,22,0,4.53,AU,1681355763
102,fortuna,40.5982,-124.1573,8.7,73,7,3.58,US,1681355740
103,kapoeta,4.7717,33.5903,26.85,52,100,6.07,SS,1681355763
104,fort saint james,54.4333,-124.25,-0.78,94,59,1.25,CA,1681355763
105,ken caryl,39.5773,-105.1169,21.29,22,98,1.79,US,1681355764
106,faanui,-16.4833,-151.75,27.9,73,15,5.46,PF,1681355175
107,bousso,10.4795,16.7117,27.71,18,18,3.59,TD,1681355764
108,orlik,52.5178,99.825,-8.85,54,5,1.98,RU,1681355233
109,aban,56.67,96.06,0.08,60,100,6.63,RU,1681355764
110,bealanana,-14.55,48.7333,16.25,96,59,0.71,MG,1681355764
111,chapais,49.7834,-74.8492,-1.97,97,13,1.18,CA,1681355764
112,svetlogorsk,52.6333,29.7333,8.35,87,100,3.97,BY,1681355209
113,mancio lima,-7.6142,-72.8958,23.26,94,100,0.65,BR,1681355765
114,jurilovca,44.7667,28.8667,9.05,89,43,4.46,RO,1681355765
115,bongouanou,6.6486,-4.1992,22.59,98,21,0.94,CI,1681355765
116,mataura,-46.1927,168.8643,11.38,78,94,3.86,NZ,1681355765
117,jamestown,42.097,-79.2353,21.77,56,0,2.57,US,1681355765
118,abu zabad,12.35,29.25,23.52,19,79,6.21,SD,1681355765
119,chingirlau,51.095,54.0814,11.75,55,100,5.75,KZ,1681355766
120,flin flon,54.7682,-101.865,0.25,95,99,1.94,CA,1681355121
121,porto novo,6.4965,2.6036,26.87,84,79,2.46,BJ,1681355766
122,mae hong son,19.3003,97.9685,35.67,32,2,1.35,TH,1681355766
123,aksarka,66.5606,67.7975,-20.6,79,38,2.23,RU,1681354976
124,constitucion,-35.3333,-72.4167,11.89,93,78,2.02,CL,1681355194
125,port alfred,-33.5906,26.891,17.54,57,54,3.75,ZA,1681355766
126,pedara,37.6169,15.0567,11.37,54,0,1.54,IT,1681355766
127,nanortalik,60.1432,-45.2371,0.34,89,100,2.14,GL,1681355270
128,torbay,47.6666,-52.7314,1.27,95,100,1.03,CA,1681355001
129,novikovo,51.1537,37.8879,7.96,85,100,4.8,RU,1681355767
130,carnarvon,-24.8667,113.6333,23.61,66,5,9.01,AU,1681355230
131,guerrero negro,27.9769,-114.0611,14.53,81,100,7.26,MX,1681355220
132,souillac,-20.5167,57.5167,25.51,86,6,1.72,MU,1681355564
133,kyaikto,17.3,97.0167,31.71,60,82,4.28,MM,1681355768
134,todos santos,23.45,-110.2167,18.7,84,99,3.82,MX,1681355768
135,husavik,66.0449,-17.3389,-0.83,86,26,3.65,IS,1681355251
136,margate,51.3813,1.3862,6.6,82,100,0.89,GB,1681355769
137,hithadhoo,-0.6,73.0833,28.35,69,21,1.9,MV,1681355739
138,toora-khem,52.4675,96.11,-3.39,54,17,2.73,RU,1681355769
139,kruisfontein,-34.0033,24.7314,12.02,75,18,2.54,ZA,1681355540
140,severo-yeniseyskiy,60.3725,93.0408,-3.19,90,100,7.24,RU,1681355556
141,querfurt,51.3833,11.6,6.36,94,61,3.61,DE,1681355769
142,olinda,-8.0089,-34.8553,26.85,78,75,4.12,BR,1681355245
143,port lincoln,-34.7333,135.8667,17.59,58,3,3.02,AU,1681355262
144,puerto ayora,-0.7393,-90.3518,27.53,89,31,0.89,EC,1681355770
145,dali,25.7,100.1833,21.12,24,0,3.03,CN,1681355231
146,tiksi,71.6872,128.8694,-19.18,98,99,2.29,RU,1681355770
147,nome,64.5011,-165.4064,-13.96,51,0,0.0,US,1681355285
148,arraial do cabo,-22.9661,-42.0278,23.99,87,96,7.81,BR,1681355732
149,saint-philippe,-21.3585,55.7679,24.77,82,15,0.83,RE,1681355771
150,college,64.8569,-147.8028,-6.07,72,100,4.63,US,1681355771
151,seymchan,62.8833,152.4333,-12.1,61,17,0.68,RU,1681355771
152,limoges,45.75,1.3333,4.31,87,75,3.09,FR,1681355661
153,killarney,52.05,-9.5167,2.7,95,62,1.8,IE,1681355718
154,hobart,-42.8794,147.3294,18.48,68,75,2.57,AU,1681355629
155,hanzhong,33.0728,107.0303,16.85,84,100,1.81,CN,1681355506
156,ilulissat,69.2167,-51.1,-5.99,100,100,0.0,GL,1681355771
157,waingapu,-9.6567,120.2641,29.47,75,45,5.12,ID,1681355569
158,egvekinot,66.3167,-179.1667,-15.42,75,100,1.58,RU,1681355772
159,pascagoula,30.3658,-88.5561,16.4,97,100,7.52,US,1681355014
160,xique-xique,-10.8218,-42.7263,25.99,59,83,3.86,BR,1681355772
161,khasan,42.4308,130.6434,10.06,42,53,2.48,RU,1681355772
162,isangel,-19.55,169.2667,29.81,67,56,2.56,VU,1681355206
163,pisco,-13.7,-76.2167,23.03,83,0,7.2,PE,1681355205
164,vao,-22.6667,167.4833,25.39,74,100,2.09,NC,1681355218
165,bloomfield,40.8068,-74.1854,24.35,43,0,3.6,US,1681355773
166,flagstaff,35.1981,-111.6513,12.81,38,0,0.45,US,1681355521
167,cristalina,-16.7686,-47.6136,17.09,90,65,1.23,BR,1681355750
168,vuktyl,63.8567,57.3094,-15.74,79,92,4.98,RU,1681355773
169,mar del plata,-38.0023,-57.5575,11.72,89,40,2.06,AR,1681355489
170,erzin,36.9559,36.2,10.22,87,94,1.48,TR,1681355225
171,oranjestad,12.524,-70.027,26.06,83,99,3.58,AW,1681355773
172,chaiya,9.3862,99.1986,31.72,58,59,0.54,TH,1681355773
173,nizwa,22.9333,57.5333,24.97,51,1,0.67,OM,1681355187
174,khuzdar,27.7384,66.6434,22.88,27,0,1.26,PK,1681355774
175,iqaluit,63.7506,-68.5145,-12.15,84,75,3.09,CA,1681354977
176,omboue,-1.5746,9.2618,25.26,90,83,1.45,GA,1681355774
177,borogontsy,62.6683,131.1683,0.01,97,100,3.0,RU,1681355774
178,suluq,31.6682,20.2521,13.27,75,0,2.11,LY,1681355774
179,port elizabeth,-33.918,25.5701,16.84,60,0,2.57,ZA,1681355775
180,rypefjord,70.6333,23.6667,1.26,64,39,1.03,NO,1681355775
181,rio gallegos,-51.6226,-69.2181,-0.97,86,0,1.54,AR,1681355497
182,hailar,49.2,119.7,5.46,25,12,5.45,CN,1681355774
183,khatanga,71.9667,102.5,-17.65,72,0,8.86,RU,1681355101
184,dormidontovka,47.7702,134.9076,2.59,64,100,4.1,RU,1681355775
185,soe,-9.8607,124.284,24.69,81,60,0.95,ID,1681355775
186,samarai,-10.6167,150.6667,28.66,75,86,3.72,PG,1681355775
187,hobyo,5.3505,48.5268,27.74,76,100,3.28,SO,1681355265
188,matara,5.9485,80.5353,28.9,70,75,3.49,LK,1681355599
189,kununurra,-15.7667,128.7333,30.99,70,75,2.57,AU,1681355776
190,brodokalmak,55.5748,62.082,10.5,56,3,3.04,RU,1681355776
191,ust-barguzin,53.45,108.9833,-0.56,59,100,2.11,RU,1681355776
192,yellowknife,62.456,-114.3525,-7.34,93,80,2.59,CA,1681355637
193,kattivakkam,13.2167,80.3167,28.37,86,0,4.31,IN,1681355776
194,comodoro rivadavia,-45.8667,-67.5,1.92,48,0,0.0,AR,1681355318
195,xining,36.6167,101.7667,10.87,26,52,5.8,CN,1681355769
196,kaitangata,-46.2817,169.8464,11.49,90,100,5.09,NZ,1681355777
197,la ronge,55.1001,-105.2842,-0.03,99,79,1.88,CA,1681355237
198,jacareacanga,-6.2222,-57.7528,23.26,94,100,0.23,BR,1681355302
199,roros,62.5747,11.3842,1.91,93,100,5.66,NO,1681355777
200,lebu,-37.6167,-73.65,12.46,94,35,1.57,CL,1681355778
201,bafq,31.6128,55.4107,23.19,28,87,7.51,IR,1681355778
202,grafton,42.207,-71.6856,15.95,54,35,0.32,US,1681355778
203,mount pleasant,32.7941,-79.8626,16.08,87,0,0.0,US,1681355778
204,tuatapere,-46.1333,167.6833,14.47,77,81,4.12,NZ,1681355778
205,glendive,47.1053,-104.7125,8.79,61,75,8.75,US,1681355778
206,cidreira,-30.1811,-50.2056,23.05,82,58,1.47,BR,1681355755
207,belomorsk,64.5232,34.7668,-7.64,85,12,2.63,RU,1681355778
208,pimentel,-6.8367,-79.9342,27.16,74,0,1.54,PE,1681355779
209,garowe,8.4054,48.4845,23.96,80,100,3.06,SO,1681355535
210,pahrump,36.2083,-115.9839,22.69,19,84,7.15,US,1681355579
211,vardo,70.3705,31.1107,-3.01,74,18,4.63,NO,1681355262
212,bushehr,28.9684,50.8385,23.69,57,100,5.34,IR,1681355780
213,fairbanks,64.8378,-147.7164,-6.06,72,100,4.63,US,1681355700
214,kavieng,-2.5744,150.7967,28.43,69,99,2.87,PG,1681355780
215,nkhotakota,-12.9274,34.2961,22.55,89,100,3.01,MW,1681355780
216,vrangel,42.7297,133.0839,7.2,50,91,2.54,RU,1681355781
217,mehamn,71.0357,27.8492,-3.05,68,0,8.75,NO,1681355748
218,isla mujeres,21.2311,-86.731,24.03,73,0,1.88,MX,1681355781
219,yamada,39.4667,141.95,13.89,42,2,6.47,JP,1681355781
220,labuhan,-6.8844,112.2051,28.89,73,100,1.71,ID,1681355781
221,east london,-33.0153,27.9116,16.52,77,0,1.54,ZA,1681355781
222,hami,42.8,93.45,12.71,27,20,6.66,CN,1681355280
223,hamilton,39.1834,-84.5333,18.43,55,0,2.06,US,1681355782
224,lang son,21.8333,106.7333,23.12,95,100,1.32,VN,1681355782
225,bengkulu,-3.8004,102.2655,28.46,66,47,1.57,ID,1681355193
226,usinsk,65.9939,57.5281,-21.55,93,7,4.62,RU,1681355782
227,half moon bay,37.4636,-122.4286,12.88,73,0,8.75,US,1681355596
228,vila franca do campo,37.7167,-25.4333,14.23,89,100,1.49,PT,1681355264
229,cherskiy,68.75,161.3,-15.73,80,100,1.44,RU,1681355782
230,kempsey,-31.0833,152.8333,22.75,57,61,4.02,AU,1681355783
231,andenes,69.3143,16.1194,4.4,81,6,5.66,NO,1681355783
232,geraldton,-28.7667,114.6,24.23,57,75,4.63,AU,1681355783
233,plaster rock,46.9065,-67.39,3.29,96,100,1.92,CA,1681355783
234,bonavista,48.6499,-53.1147,-0.43,98,100,6.08,CA,1681355309
235,vallenar,-28.5708,-70.7581,18.51,68,66,0.62,CL,1681355784
236,pafos,34.7667,32.4167,15.88,63,75,10.29,CY,1681355784
237,norman wells,65.282,-126.8329,-1.24,98,100,0.88,CA,1681355784
238,black river,18.0264,-77.8487,24.76,83,7,1.33,JM,1681355558
239,sampit,-2.5333,112.95,32.52,52,22,2.79,ID,1681355731
240,bubaque,11.2833,-15.8333,24.98,75,99,6.27,GW,1681355784
241,diego de almagro,-26.3667,-70.05,16.76,50,0,0.83,CL,1681355491
242,luderitz,-26.6481,15.1594,14.22,66,68,4.86,NA,1681355784
243,honiara,-9.4333,159.95,29.54,71,53,1.3,SB,1681355243
244,voh,-20.9667,164.7,26.79,76,69,2.62,NC,1681355785
245,la paz,-16.5,-68.15,10.32,61,96,1.03,BO,1681355785
246,mazatlan,23.2167,-106.4167,23.28,85,45,0.45,MX,1681355539
247,omsukchan,62.5333,155.8,-8.53,62,23,0.88,RU,1681355785
248,barcelos,41.5388,-8.6151,9.91,74,91,1.54,PT,1681355785
249,coos bay,43.3665,-124.2179,7.35,81,0,3.6,US,1681355593
250,rumuruti,0.267,36.5389,13.96,95,98,2.39,KE,1681355785
251,tahoua,14.8888,5.2692,25.51,12,16,5.39,NE,1681355268
252,pangnirtung,66.1451,-65.7125,-14.27,82,47,3.1,CA,1681355227
253,kalmunai,7.4167,81.8167,28.9,72,9,0.57,LK,1681355786
254,kidal,18.4411,1.4078,28.37,10,95,1.99,ML,1681355786
255,koslan,63.4564,48.8989,-16.05,78,0,4.02,RU,1681355786
256,wenling,28.3669,121.36,17.78,71,52,1.31,CN,1681355786
257,mbumi,-7.9058,39.2105,22.64,98,51,1.07,TZ,1681355786
258,bonthe,7.5264,-12.505,25.98,85,30,1.92,SL,1681355786
259,fort nelson,58.8053,-122.7002,5.67,59,90,1.98,CA,1681355787
260,clyde river,70.4692,-68.5914,-14.87,72,100,10.29,CA,1681355787
261,north bend,43.4065,-124.2243,7.31,81,0,3.6,US,1681355715
262,russell,32.3502,-85.1999,18.78,63,0,2.06,US,1681355787
263,kambove,-10.8764,26.5969,16.15,98,99,1.23,CD,1681355787
264,vila do maio,15.1333,-23.2167,22.29,80,82,4.26,CV,1681355787
265,carndonagh,55.25,-7.2667,6.01,88,100,9.39,IE,1681355787
266,clocolan,-28.9137,27.5656,7.25,37,17,1.81,ZA,1681355787
267,hohhot,40.8106,111.6522,16.24,23,9,6.9,CN,1681355788
268,gigmoto,13.7796,124.39,28.57,71,100,4.33,PH,1681355788
269,hovd,48.0056,91.6419,-2.55,47,15,1.66,MN,1681355577
270,manggar,-2.8833,108.2667,28.82,66,100,3.51,ID,1681355788
271,aldan,58.6031,125.3894,-3.33,89,100,2.32,RU,1681355549
272,quebrangulo,-9.3189,-36.4711,19.88,95,100,0.18,BR,1681355621
273,vrede,-27.4257,29.1659,7.3,77,95,1.22,ZA,1681355788
274,wewak,-3.5534,143.6268,29.18,72,94,4.46,PG,1681355788
275,pyinmana,19.7333,96.2167,34.82,35,0,3.56,MM,1681355789
276,zhigansk,66.7697,123.3711,-9.22,87,100,3.17,RU,1681355299
277,vaitape,-16.5167,-151.75,27.82,74,16,5.54,PF,1681355789
278,bandarbeyla,9.4942,50.8122,27.41,77,60,2.47,SO,1681355782
279,monte carmelo,-18.7247,-47.4986,18.37,94,92,1.38,BR,1681355789
280,khuzhir,53.1939,107.3397,-0.61,52,99,5.21,RU,1681355790
281,amapa,1.0,-52.0,22.38,99,80,0.88,BR,1681355790
282,salalah,17.0151,54.0924,26.78,74,45,2.38,OM,1681355790
283,walvis bay,-22.9575,14.5053,14.26,87,0,1.23,NA,1681355790
284,kamariotissa,40.4833,25.4667,12.99,73,0,1.29,GR,1681355790
285,sisimiut,66.9395,-53.6735,-6.18,91,97,2.76,GL,1681355791
286,leiyang,26.4024,112.8591,28.8,61,35,4.4,CN,1681355791
287,salvador,13.8333,-88.9167,23.36,73,93,0.47,SV,1681355385
288,waw,7.7029,27.9953,26.44,67,99,1.57,SS,1681355791
289,sorland,67.667,12.6934,6.92,81,96,8.68,NO,1681355791
290,valvedditturai,9.8167,80.1667,29.2,66,3,2.6,LK,1681355791
291,mitha tiwana,32.2486,72.1108,29.73,20,0,0.04,PK,1681355792
292,vanavara,60.34,102.2797,-3.29,75,74,6.3,RU,1681355120
293,cayenne,4.9333,-52.3333,25.02,94,100,2.06,GF,1681355217
294,shimoda,34.6667,138.95,17.84,66,68,4.44,JP,1681355240
295,grimshaw,56.1834,-117.6027,4.79,38,75,3.09,CA,1681355792
296,thunder bay,48.4001,-89.3168,4.99,81,0,1.03,CA,1681355792
297,maumere,-8.6199,122.2111,29.33,73,43,2.4,ID,1681355792
298,faya,18.3851,42.4509,13.29,65,16,2.7,SA,1681355575
299,tikhvin,59.6451,33.5294,1.79,89,100,4.38,RU,1681355793
300,copala,16.65,-98.9833,26.57,68,52,0.99,MX,1681355793
301,brigantine,39.4101,-74.3646,22.11,45,0,3.6,US,1681355658
302,kualakapuas,-3.0091,114.3876,32.41,55,32,2.33,ID,1681355793
303,oranjemund,-28.55,16.4333,12.41,90,26,2.12,NA,1681355245
304,praxedis guerrero,31.3667,-106.0167,24.7,23,21,2.94,MX,1681355794
305,maceio,-9.6658,-35.7353,23.69,94,40,1.03,BR,1681355643
306,tashtyp,52.7939,89.8983,0.09,49,100,1.25,RU,1681355794
307,lorengau,-2.0226,147.2712,28.42,79,98,4.99,PG,1681355520
308,avera,33.194,-82.5271,16.73,59,74,3.07,US,1681355788
309,chokurdakh,70.6333,147.9167,-14.16,90,18,2.37,RU,1681355091
310,predivinsk,57.0669,93.4378,0.44,62,100,6.26,RU,1681355795
311,san andres,12.5847,-81.7006,28.01,78,20,5.14,CO,1681355549
312,kologriv,58.8275,44.3178,1.61,87,46,4.28,RU,1681355795
313,viedma,-40.8135,-62.9967,8.97,58,50,3.87,AR,1681355795
314,umm kaddadah,13.6017,26.6876,21.8,19,59,8.37,SD,1681355795
315,gat,31.61,34.7642,12.38,100,100,5.39,IL,1681355522
316,catia la mar,10.6038,-67.0303,26.11,83,75,1.03,VE,1681355796
317,mayo,38.8876,-76.5119,22.29,52,0,3.09,US,1681355796
318,touros,-5.1989,-35.4608,24.65,91,73,4.84,BR,1681355200
319,dikson,73.5069,80.5464,-20.69,92,20,8.68,RU,1681355558
320,beringovskiy,63.05,179.3167,-14.54,83,100,5.12,RU,1681355145
321,ust-koksa,50.2696,85.6108,-1.98,61,100,0.99,RU,1681355796
322,silopi,37.2497,42.4694,9.65,90,92,1.68,TR,1681355797
323,tessalit,20.1986,1.0114,27.14,10,99,2.95,ML,1681355797
324,lahat,-3.8,103.5333,29.05,64,100,0.62,ID,1681355797
325,phan thiet,10.9333,108.1,31.57,57,78,3.44,VN,1681355797
326,haikou,20.0458,110.3417,27.34,68,92,5.15,CN,1681355797
327,grindavik,63.8424,-22.4338,1.26,86,0,5.14,IS,1681355797
328,tilichiki,60.4667,166.1,-12.59,71,52,2.95,RU,1681355241
329,caravelas,-17.7125,-39.2481,23.82,90,88,0.15,BR,1681355789
330,tiarei,-17.5333,-149.3333,29.01,73,14,5.24,PF,1681355798
331,ahlat,38.7518,42.4814,2.53,90,99,1.6,TR,1681355798
332,coquimbo,-29.9533,-71.3436,13.85,94,0,1.03,CL,1681355562
333,saint-paul,-21.0096,55.2707,25.06,87,6,0.45,RE,1681355798
334,nara,34.6851,135.8049,21.39,22,0,0.97,JP,1681355799
335,talaja,21.35,72.05,30.95,38,96,5.63,IN,1681355799
336,coruripe,-10.1256,-36.1756,24.53,84,84,1.54,BR,1681355772
337,saint anthony,45.0205,-93.218,22.79,65,0,0.45,US,1681355313
338,hailun,47.45,126.9333,8.23,28,2,5.02,CN,1681355799
339,padang,-0.9492,100.3543,29.03,66,91,1.18,ID,1681355799
340,jawhar,2.7809,45.5005,26.06,78,100,3.78,SO,1681355799
341,atar,20.5169,-13.0499,24.83,57,37,1.79,MR,1681355193
342,mogadishu,2.0371,45.3438,27.88,78,98,5.43,SO,1681355801
343,singanallur,11.0,77.0167,30.42,41,5,2.27,IN,1681355802
344,talnakh,69.4865,88.3972,-26.0,91,100,2.83,RU,1681355520
345,laguna,38.421,-121.4238,17.1,47,0,3.6,US,1681355802
346,khvoynaya,58.9,34.5333,2.16,92,49,4.08,RU,1681355802
347,mumias,0.3351,34.4864,16.73,85,76,2.86,KE,1681355802
348,alice springs,-23.7,133.8833,27.75,30,100,4.63,AU,1681355531
349,riachao das neves,-11.7461,-44.91,22.1,75,69,0.99,BR,1681355802
350,saint-claude,46.5,5.8333,2.82,83,17,1.99,FR,1681355802
351,olafsvik,64.8945,-23.7142,2.57,74,98,3.31,IS,1681355247
352,broome,42.2506,-75.833,17.25,61,0,2.64,US,1681355226
353,pitsunda,43.1592,40.3378,10.1,96,100,5.42,GE,1681355803
354,labrea,-7.2586,-64.7981,25.22,86,100,0.48,BR,1681355803
355,vilyuysk,63.7553,121.6247,-2.37,87,100,1.62,RU,1681355803
356,ullapool,57.8987,-5.1604,4.64,90,100,3.52,GB,1681355803
357,kloulklubed,7.0419,134.2556,31.28,77,58,3.7,PW,1681355803
358,morwa,22.9,73.8333,30.58,27,100,2.97,IN,1681355804
359,trelew,-43.249,-65.3051,6.24,54,0,2.28,AR,1681355804
360,douentza,14.9951,-2.9517,26.09,13,95,2.7,ML,1681355804
361,ostrovnoy,68.0531,39.5131,-10.66,93,100,3.27,RU,1681355087
362,bose,45.4612,8.0137,9.31,95,99,0.42,IT,1681355805
363,hit,33.6416,42.8251,14.64,55,0,5.16,IQ,1681355805
364,kachug,53.9606,105.8817,-1.18,41,55,3.24,RU,1681355805
365,aswan,24.0934,32.907,15.67,37,0,3.59,EG,1681355805
366,kosa,59.9445,54.9977,-0.74,94,100,4.45,RU,1681355805
367,turochak,52.2576,87.1224,-1.88,74,100,1.59,RU,1681355805
368,payson,40.0444,-111.7321,16.17,33,0,5.66,US,1681355589
